ID,Glottocode,Selector_type,Selector_label,Marker_type,Features,Source,Coder,S_references,A_references,P_references,Alignment
ingu1240-aux-gender-indexing-indexing-marker,ingu1240,indexing marker,AUX gender indexing,overt,gender,"nichols2011ingush[113,263-264,431]",AWM,any,any,NONE,accusative
ingu1240-erg-suppletion-flagging,ingu1240,flagging,ERG suppletion,overt,,"nichols2011ingush[129,174]",AWM,NONE,1pl.exclPro;1sgPro;2plPro;2sgPro;3plPro;3sgPro,NONE,ergative
ingu1240-erg-uo-flagging,ingu1240,flagging,ERG -uo,overt,,"nichols2011ingush[129,174]",AWM,NONE,Noun,NONE,ergative
ingu1240-gender-indexing-indexing-marker,ingu1240,indexing marker,gender indexing,overt,gender,"nichols2011ingush[113,263-264,431]",AWM,any,NONE,any,ergative
ingu1240-main-verb-gender-indexing-indexing-marker,ingu1240,indexing marker,main verb gender indexing,overt,gender,"nichols2011ingush[113,263-264,431]",AWM,any,NONE,any,ergative
ingu1240-no-flagging,ingu1240,flagging,NO_FLAGGING,zero,,"nichols2011ingush[129,174]",AWM,any,1pl.exclPro;1pl.inclPro;1sgPro;2plPro;2sgPro;3plPro;3sgPro;Noun,any,neutral
ingu1240-role-not-marked,ingu1240,indexing trigger,ROLE_NOT_MARKED,zero,NA,"nichols2011ingush[113,263-264,431]",AWM,any,any,any,NA
iran1263-hpju-pju-2pl-2du-indexing-marker,iran1263,indexing marker,"-hpju/-pju 2pl, 2du",overt,person+number,"monserrat2010myky[14,24,61]",MV;NCP,NONE,NONE,2du;2pl,accusative
iran1263-ja-1sg-indexing-marker,iran1263,indexing marker,-ja 1sg,overt,person+number,"monserrat2010myky[14,24,61]",MV;NCP,1sg,1sg,NONE,accusative
iran1263-je-1du-indexing-marker,iran1263,indexing marker,-je 1du,overt,person+number,"monserrat2010myky[14,24,61]",MV;NCP,1du,1du,NONE,accusative
iran1263-no-flagging,iran1263,flagging,NO_FLAGGING,zero,,monserrat2010myky[157];silva1960munku[39],MV; NCP,Noun;Pro,Noun;Pro,Noun;Pro,neutral
iran1263-null-marker,iran1263,indexing marker,NULL_MARKER,zero,person+number,"monserrat2010myky[14,24,61]",MV;NCP,NONE,NONE,3sg,accusative
iran1263-pa-2sg-3sg-indexing-marker,iran1263,indexing marker,"-pa 2sg, 3sg",overt,person+number,"monserrat2010myky[14,24,61]",MV;NCP,2sg;3sg,2sg;3sg,NONE,accusative
iran1263-pa-3pl-indexing-marker,iran1263,indexing marker,-pā 3pl,overt,person+number,"monserrat2010myky[14,24,61]",MV;NCP,3pl,3pl,NONE,accusative
iran1263-pa-mapi-2pl-indexing-marker,iran1263,indexing marker,-pa/-māpi 2pl,overt,person+number,"monserrat2010myky[14,24,61]",MV;NCP,2pl,2pl,NONE,accusative
iran1263-pe-2du-3du-indexing-marker,iran1263,indexing marker,"-pe 2du, 3du",overt,person+number,"monserrat2010myky[14,24,61]",MV;NCP,2du;3du,2du;3du,NONE,accusative
iran1263-pju-3pl-3du-indexing-marker,iran1263,indexing marker,"-pju 3pl, 3du",overt,person+number,"monserrat2010myky[14,24,61]",MV;NCP,NONE,NONE,3du;3pl,accusative
iran1263-ra-1sg-indexing-marker,iran1263,indexing marker,-ra 1sg,overt,person+number,"monserrat2010myky[14,24,61]",MV;NCP,1sg,1sg,1sg,neutral
iran1263-re-te-1pl-indexing-marker,iran1263,indexing marker,-re/-te 1pl,overt,person+number,"monserrat2010myky[14,24,61]",MV;NCP,1pl,1pl,NONE,accusative
iran1263-s-a-suffixes-paradigm-2-indexing-marker,iran1263,indexing marker,S/A suffixes paradigm 2,overt,person+number,"monserrat2010myky[14,24,61]",MV;NCP,any,any,NONE,accusative
iran1263-s-a-suffixes-paradigm-3-indexing-marker,iran1263,indexing marker,S/A suffixes paradigm 3,overt,person+number,"monserrat2010myky[14,24,61]",MV;NCP,any,any,NONE,accusative
iran1263-sa-2sg-indexing-marker,iran1263,indexing marker,-sa 2sg,overt,person+number,"monserrat2010myky[14,24,61]",MV;NCP,NONE,NONE,2sg,accusative
iran1263-ta-1sg-indexing-marker,iran1263,indexing marker,-ta 1sg,overt,person+number,"monserrat2010myky[14,24,61]",MV;NCP,1sg,1sg,NONE,accusative
iran1263-tpju-1du-and-1pl-indexing-marker,iran1263,indexing marker,-tpju 1du and 1pl,overt,person+number,"monserrat2010myky[14,24,61]",MV;NCP,NONE,NONE,1du;1pl,accusative
iris1253-no-flagging,iris1253,flagging,NO_FLAGGING,zero,,"doyle2001irish[38-39,75,84-85]",HT;AWM,1plPro;1sgPro;2plPro;2sgPro;Noun,1plPro;1sgPro;2plPro;2sgPro;Noun,any,neutral
iris1253-nom-marking-flagging,iris1253,flagging,NOM marking,overt,,"doyle2001irish[38-39,75,84-85]",HT;AWM,3plPro;3sgPro,3plPro;3sgPro,NONE,accusative
iris1253-role-not-marked,iris1253,indexing trigger,ROLE_NOT_MARKED,zero,NA,"doyle2001irish[41,45-46,71-72]",HT;AWM,NONE,NONE,NONE,NA
itel1242-1plp-3plp-indexing-marker,itel1242,indexing marker,"-ʔ- 1plP, 3plP",overt,number,bobaljik2002agreement[4-9],AN,NONE,NONE,1pl;3pl_1pl;3pl_1sg;3pl_2sg;3pl_3pl;3pl_3sg,accusative
itel1242-c-2sgs-indexing-marker,itel1242,indexing marker,-č 2sgS,overt,person+number,bobaljik2002agreement[4-9],AN,2sg,NONE,NONE,horizontal
itel1242-cgw-nen-3p-indexing-marker,itel1242,indexing marker,-(čɣwə)nen 3P,overt,person,bobaljik2002agreement[4-9],AN,NONE,NONE,3pl_3pl;3sg_3pl,accusative
itel1242-cing-nen-3p-indexing-marker,itel1242,indexing marker,-(čiŋ)nen 3P,overt,person,bobaljik2002agreement[4-9],AN,NONE,NONE,3pl_3sg;3sg_3sg,accusative
itel1242-k-icen-1s-3p-indexing-marker,itel1242,indexing marker,"-k(ičen) 1S, 3P",overt,person,bobaljik2002agreement[4-9],AN,1pl;1sg,NONE,3pl_1pl;3pl_1sg;3sg_1pl;3sg_1sg,ergative
itel1242-ki-sxen-2plp-indexing-marker,itel1242,indexing marker,-(ki)sxen 2plP,overt,person+number,bobaljik2002agreement[4-9],AN,NONE,NONE,2pl,accusative
itel1242-n-3plp-indexing-marker,itel1242,indexing marker,n- 3plP,overt,person+number,bobaljik2002agreement[4-9],AN,NONE,3pl,NONE,ergative
itel1242-n-3s-indexing-marker,itel1242,indexing marker,-ʔn 3S,overt,person,bobaljik2002agreement[4-9],AN,3pl;3sg,NONE,NONE,horizontal
itel1242-n-cgwin-3p-indexing-marker,itel1242,indexing marker,-ən/-čɣwin 3P,overt,person,bobaljik2002agreement[4-9],AN,NONE,NONE,3pl_2sg;3sg_2sg,accusative
itel1242-no-flagging,itel1242,flagging,NO_FLAGGING,zero,,bobaljik2002agreement[4-9],AWM,any,any,any,neutral
itel1242-nt-1pls-a-indexing-marker,itel1242,indexing marker,nt- 1plS/A,overt,person+number,bobaljik2002agreement[4-9],AN,1pl,1pl,NONE,accusative
itel1242-sx-2pla-indexing-marker,itel1242,indexing marker,-sx 2plA,overt,person+number,bobaljik2002agreement[4-9],AN,NONE,2pl_1pl;2pl_1sg,NONE,ergative
itel1242-sx-2pls-indexing-marker,itel1242,indexing marker,-sx 2plS,overt,person+number,bobaljik2002agreement[4-9],AN,2pl,NONE,NONE,horizontal
itel1242-sx-ik-2pl-3sg-indexing-marker,itel1242,indexing marker,-sx(ik) 2pl>3sg,overt,person+number,bobaljik2002agreement[4-9],AN,NONE,2pl_3sg,3sg_2pl,horizontal
itel1242-sxi-n-xki-n-2pl-3pl-indexing-marker,itel1242,indexing marker,-sxiʔn/-xkiʔn 2pl>3pl,overt,person+number,bobaljik2002agreement[4-9],AN,NONE,2pl_3pl,3pl_2pl,horizontal
itel1242-t-1sgs-a-indexing-marker,itel1242,indexing marker,t- 1sgS/A,overt,person+number,bobaljik2002agreement[4-9],AN,1sg,1sg,NONE,accusative
itel1242-xk-in-2sgp-indexing-marker,itel1242,indexing marker,-(xk)in 2sgP,overt,person+number,bobaljik2002agreement[4-9],AN,NONE,NONE,2sg,accusative
itel1242-xk-um-1p-indexing-marker,itel1242,indexing marker,-(xk)um 1P,overt,person,bobaljik2002agreement[4-9],AN,NONE,NONE,1pl;1sg,accusative
iton1250-a-2sg-m-p-indexing-marker,iton1250,indexing marker,a'- 2sg.M.P,overt,person+number,crevels2011whowhom;crevels2012itonama,MV; NCP,NONE,NONE,2sg.M_3pl;2sg.M_3sg.F;2sg.M_3sg.M,accusative
iton1250-de-1incl-and-2pl-indexing-marker,iton1250,indexing marker,de'- 1incl and 2pl,overt,person+number,crevels2011whowhom;crevels2012itonama,MV; NCP,1incl;2pl,1incl_3pl;1incl_3sg.F;1incl_3sg.M;2pl_1excl;2pl_1sg;2pl_3pl;2pl_3sg.F;2pl_3sg.M,NONE,accusative
iton1250-dvh-1incl-or-2pl-p-indexing-marker,iton1250,indexing marker,dVh-  1incl or 2pl P,overt,person+number,crevels2011whowhom;crevels2012itonama,MV; NCP,NONE,NONE,1incl_3pl;1incl_3sg.F;1incl_3sg.M;2pl_3pl;2pl_3sg.F;2pl_3sg.M,accusative
iton1250-e-2sg-m-indexing-marker,iton1250,indexing marker,e'- 2sg.M,overt,person+number,crevels2011whowhom;crevels2012itonama,MV; NCP,2sg.M,2sg.M_1excl;2sg.M_1sg;2sg.M_3pl;2sg.M_3sg.F;2sg.M_3sg.M,NONE,accusative
iton1250-k-e-2sg-f-indexing-marker,iton1250,indexing marker,k-e'- 2sg.F,overt,person+number,crevels2011whowhom;crevels2012itonama,MV; NCP,2sg.F,2sg.F_1excl;2sg.F_1sg;2sg.F_3pl;2sg.F_3sg.F;2sg.F_3sg.M,NONE,accusative
iton1250-ka-2sg-f-p-indexing-marker,iton1250,indexing marker,ka'- 2sg.F.P,overt,person+number,crevels2011whowhom;crevels2012itonama,MV; NCP,NONE,NONE,2sg.F_3pl;2sg.F_3sg.F;2sg.F_3sg.M,accusative
iton1250-ka-3sg-f-indexing-marker,iton1250,indexing marker,-ka 3sg.F,overt,person+number,crevels2011whowhom;crevels2012itonama,MV; NCP,3sg.F,3sg.F_1excl;3sg.F_1incl;3sg.F_1sg;3sg.F_2pl;3sg.F_2sg.F;3sg.F_2sg.M;3sg.F_3pl;3sg.F_3sg.F;3sg.F_3sg.M,NONE,accusative
iton1250-mo-1p-indexing-marker,iton1250,indexing marker,-mo 1P,overt,person+number,crevels2011whowhom;crevels2012itonama,MV; NCP,NONE,NONE,1excl_2pl;1excl_2sg.F;1excl_2sg.M;1sg_2pl;1sg_2sg.F;1sg_2sg.M,accusative
iton1250-no-flagging,iton1250,flagging,NO_FLAGGING,zero,,crevels2012itonama[251],MV;NCP,any,any,any,neutral
iton1250-null-marker,iton1250,indexing marker,NULL_MARKER,zero,person+number,crevels2011whowhom;crevels2012itonama,MV; NCP,3pl;3sg.M,NONE,3pl;3sg.F;3sg.M;3sg.M_3sg.F;3sg.M_3sg.M,ergative
iton1250-se-1excl-indexing-marker,iton1250,indexing marker,se'- 1excl,overt,person+number,crevels2011whowhom;crevels2012itonama,MV; NCP,1excl,1excl_2pl;1excl_2sg.F;1excl_2sg.M;1excl_3pl;1excl_3sg.F;1excl_3sg.M,1sg_3pl;1sg_3sg.F;1sg_3sg.M,neutral
iton1250-si-1sg-indexing-marker,iton1250,indexing marker,si- 1sg,overt,person+number,crevels2011whowhom;crevels2012itonama,MV; NCP,1sg,1sg_2pl;1sg_2sg.F;1sg_2sg.M;1sg_3pl;1sg_3sg.F;1sg_3sg.M,NONE,accusative
iton1250-svh-1exclp-indexing-marker,iton1250,indexing marker,sVh- 1exclP,overt,person+number,crevels2011whowhom;crevels2012itonama,MV; NCP,NONE,NONE,1excl_3pl;1excl_3sg.F;1excl_3sg.M,accusative
iton1250-we-2p-indexing-marker,iton1250,indexing marker,-we 2P,overt,person+number,crevels2011whowhom;crevels2012itonama,MV; NCP,NONE,NONE,2pl_1excl;2pl_1sg;2sg.F_1excl;2sg.F_1sg;2sg.M_1excl;2sg.M_1sg,accusative
iumi1238-no-flagging,iumi1238,flagging,NO_FLAGGING,zero,,arisawa2016iumien[525],HT;AWM,any,any,any,neutral
iumi1238-role-not-marked,iumi1238,indexing trigger,ROLE_NOT_MARKED,zero,NA,arisawa2016iumien[525],HT;AWM,NONE,NONE,NONE,NA
jama1261-acc-case-flagging,jama1261,flagging,ACC case,overt,,"dixon2004jarawara[106,109,114,76-80,90]",HT;AWM,NONE,NONE,1pl.exclPro;1pl.inclPro;1sgPro;2plPro;2sgPro;3plPro_3plPro;3plPro_3sgPro,accusative
jama1261-no-flagging,jama1261,flagging,NO_FLAGGING,zero,,"dixon2004jarawara[101-103,76-80,90]",HT;AWM,Noun,Noun,Noun,neutral
jama1261-nom-case-flagging,jama1261,flagging,NOM case,overt,,"dixon2004jarawara[104-105,107-108,110-114,76-80,90]",HT;AWM,1pl.exclPro;1pl.inclPro;1sgPro;2plPro;2sgPro;3plPro,1pl.exclPro;1pl.inclPro;1sgPro;2plPro;2sgPro;3plPro,3plPro_1plPro;3plPro_1sgPro;3plPro_2plPro;3plPro_2sgPro;3plPro_3plPro;3plPro_3sgPro,neutral
jama1261-role-not-marked,jama1261,indexing trigger,ROLE_NOT_MARKED,zero,NA,"dixon2004jarawara[103,87]",HT;AWM,NONE,NONE,any,NA
jama1261-s-a-suffixes-indexing-marker,jama1261,indexing marker,S/A suffixes,overt,person+number,"dixon2004jarawara[101-102,87]",HT;AWM,any,any,NONE,accusative
jaqa1244-1excl-2-ima-indexing-marker,jaqa1244,indexing marker,1excl>2 -ima,overt,person,hardman1966jaqaru[56];hardman2000jaqaru[56-57],HT;AWM,NONE,1excl_2,2_1excl,horizontal
jaqa1244-2-1excl-uta-indexing-marker,jaqa1244,indexing marker,2>1excl -uta,overt,person,hardman1966jaqaru[56];hardman2000jaqaru[56-57],HT;AWM,NONE,2_1excl,1excl_2,horizontal
jaqa1244-3-1excl-utu-indexing-marker,jaqa1244,indexing marker,3>1excl -utu,overt,person,hardman1966jaqaru[56];hardman2000jaqaru[56-57],HT;AWM,NONE,3_1excl,1excl_3,horizontal
jaqa1244-3-1incl-ushtu-indexing-marker,jaqa1244,indexing marker,3>1incl -ushtu,overt,person,hardman1966jaqaru[56];hardman2000jaqaru[56-57],HT;AWM,NONE,3_1incl,1incl_3,horizontal
jaqa1244-3-2-tama-indexing-marker,jaqa1244,indexing marker,3>2 -tama,overt,person,hardman1966jaqaru[56];hardman2000jaqaru[56-57],HT;AWM,NONE,3_2,2_3,horizontal
jaqa1244-final-vowel-deletion-flagging,jaqa1244,flagging,final vowel deletion,overt,,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]",HT,Noun,Noun,Pro,neutral
jaqa1244-no-flagging,jaqa1244,flagging,NO_FLAGGING,zero,,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]",HT,Pro,Pro,Noun,neutral
jaqa1244-null-marker,jaqa1244,indexing marker,NULL_MARKER,zero,person,hardman1966jaqaru[56];hardman2000jaqaru[56-57],HT;AWM,NONE,NONE,3,accusative
jaqa1244-s-a-suffixes-indexing-marker,jaqa1244,indexing marker,S/A suffixes,overt,person,hardman1966jaqaru[56];hardman2000jaqaru[56-57],HT;AWM,any,any_3,NONE,accusative
jaqa1244-suffix-ja-flagging,jaqa1244,flagging,suffix -ja,overt,,"hardman1966jaqaru[93];hardman2000jaqaru[15,27]",HT,NONE,NONE,Noun;Pro,accusative
juho1239-no-flagging,juho1239,flagging,NO_FLAGGING,zero,,dickens2005concise[3-4],HT,any,any,any,neutral
juho1239-role-not-marked,juho1239,indexing trigger,ROLE_NOT_MARKED,zero,NA,dickens2005concise[3],HT,NONE,NONE,NONE,NA
juru1256-dative-form-te-he-flagging,juru1256,flagging,dative form te/he,overt,,fargetti2001juruna[114-118];oliveiradelima2008estrutura[185-186],NCP; MV,NONE,NONE,3sgPro,accusative
juru1256-dative-form-tese-flagging,juru1256,flagging,dative form tese,overt,,fargetti2001juruna[114-118];oliveiradelima2008estrutura[185-186],NCP; MV,NONE,NONE,3plPro,accusative
juru1256-no-flagging,juru1256,flagging,NO_FLAGGING,zero,,"fargetti2001juruna[114-118];oliveiradelima2008estrutura[135,185-186]",NCP; MV,Noun;Pro,Noun;Pro,Noun,neutral
juru1256-object-markers-indexing-marker,juru1256,indexing marker,object markers,overt,person+number,fargetti2001juruna[114-118];oliveiradelima2008estrutura[177-178],NCP,NONE,NONE,any,accusative
juru1256-postposition-be-flagging,juru1256,flagging,postposition be,overt,,"fargetti2001juruna[114-118];oliveiradelima2008estrutura[135,185-186]",NCP; MV,NONE,NONE,1pl.exclPro;1pl.inclPro;1sgPro;2plPro;2sgPro;Noun,accusative
juru1256-role-not-marked,juru1256,indexing trigger,ROLE_NOT_MARKED,zero,person+number,fargetti2001juruna[114-118];oliveiradelima2008estrutura[177-178],NCP,NONE,NONE,any,NA
kain1272-no-flagging,kain1272,flagging,NO_FLAGGING,zero,,"silva2011kaingang[22-23,95-101];wiesemann1972kaingang[103ff]",DI,any,any,any,neutral
kain1272-overt-nom-flagging,kain1272,flagging,overt NOM,overt,,"silva2011kaingang[22-23,95-101];wiesemann1972kaingang[103ff]",DI,any,any,NONE,accusative
kain1272-role-not-marked,kain1272,indexing trigger,ROLE_NOT_MARKED,zero,NA,silva2011kaingang,DI,NONE,NONE,NONE,NA
kala1399-a-2pl-1sg-indexing-indexing-marker,kala1399,indexing marker,-a '2pl>1sg' indexing,overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,2pl_1sg,1sg_2pl,horizontal
kala1399-ga-1sg-3sg-indexing-indexing-marker,kala1399,indexing marker,-ga '1sg>3sg' indexing,overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,1sg_3sg,3sg_1sg,horizontal
kala1399-gut-1pls-p-indexing-indexing-marker,kala1399,indexing marker,-gut '1plS/P' indexing,overt,person+number,sadock2003kalaallisut[64],DI;AWM,1pl,NONE,1pl_2pl;1pl_2sg;1pl_3pl;1pl_3sg,ergative
kala1399-indexing-a-3a-p-indexing-marker,kala1399,indexing marker,indexing -a '3A/P',overt,person,sadock2003kalaallisut[64],DI;AWM,NONE,3pl_2pl;3sg_2pl;3sg_3sg,NONE,ergative
kala1399-indexing-at-1-3sga-2sgp-indexing-marker,kala1399,indexing marker,indexing -at(1) '3sgA>2sgP',overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,3sg_2sg,2sg_3sg,horizontal
kala1399-indexing-at-3pla-indexing-marker,kala1399,indexing marker,indexing -at '3plA',overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,3pl_1sg;3pl_3pl;3pl_3sg,NONE,ergative
kala1399-indexing-ati-1plp-indexing-marker,kala1399,indexing marker,indexing -ati '1plP',overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,NONE,1pl_2pl;1pl_3pl;1pl_3sg,accusative
kala1399-indexing-i-3sg-3pl-indexing-marker,kala1399,indexing marker,indexing -i '3sg>3pl',overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,3sg_3pl,3pl_3sg,horizontal
kala1399-indexing-q-3sgs-indexing-marker,kala1399,indexing marker,indexing -q '3sgS',overt,person+number,sadock2003kalaallisut[64],DI;AWM,3sg,NONE,NONE,horizontal
kala1399-indexing-ssi-3sgs-1sgp-indexing-marker,kala1399,indexing marker,indexing -ssi '3sgS>1sgP',overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,3sg_1sg,1sg_3sg,horizontal
kala1399-indexing-t-3pls-indexing-marker,kala1399,indexing marker,indexing -t '3plS',overt,person+number,sadock2003kalaallisut[64],DI;AWM,3pl,NONE,NONE,horizontal
kala1399-instrumental-flagging,kala1399,flagging,instrumental,overt,,"fortescue1984kalaallisut[206,210-211]",DI,NONE,NONE,Noun-indef,accusative
kala1399-it-2sgp-indexing-indexing-marker,kala1399,indexing marker,-it '2sgP' indexing,overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,NONE,2sg_1pl;2sg_1sg;2sg_3pl;2sg_3sg,accusative
kala1399-kk-1sga-2sgp-indexing-indexing-marker,kala1399,indexing marker,-kk '1sgA>2sgP' indexing,overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,1sg_2sg,2sg_1sg,horizontal
kala1399-kka-1sg-3pl-indexing-indexing-marker,kala1399,indexing marker,-kka '1sg>3pl' indexing,overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,1sg_3pl,3pl_1sg,horizontal
kala1399-nga-1sgs-p-indexing-indexing-marker,kala1399,indexing marker,-nga '1sgS/P' indexing,overt,person+number,sadock2003kalaallisut[64],DI;AWM,1sg,1sg_2pl;1sg_3pl;1sg_3sg,NONE,accusative
kala1399-no-flagging,kala1399,flagging,NO_FLAGGING,zero,,"fortescue1984kalaallisut[206,210-211,253-258,261-263]",DI,1plPro;1sgPro;2plPro;2sgPro;3Pro.coast;3Pro.int/ext;3Pro.prox;3Pro.vert;3Pro.vis;Noun-def;Noun-indef,1plPro;1sgPro;2plPro;2sgPro,1plPro;1sgPro;2plPro;2sgPro;3Pro.coast;3Pro.int/ext;3Pro.prox;3Pro.vert;3Pro.vis;Noun-def,neutral
kala1399-relative-flagging,kala1399,flagging,relative,overt,,"fortescue1984kalaallisut[206,210-211,261-263]",DI,NONE,3Pro.coast;3Pro.int/ext;3Pro.prox;3Pro.vert;3Pro.vis;Noun-def;Noun-indef,NONE,ergative
kala1399-rma-2sg-1sg-indexing-indexing-marker,kala1399,indexing marker,-rma '2sg>1sg' indexing,overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,2sg_1sg,1sg_2sg,horizontal
kala1399-rput-1pla-3sgp-indexing-indexing-marker,kala1399,indexing marker,-rput '1plA>3sgP' indexing,overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,1pl_3sg,3sg_1pl,horizontal
kala1399-s-1-2pl-indexing-indexing-marker,kala1399,indexing marker,-s '1>2pl' indexing,overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,1pl_2pl;1sg_2pl,2pl_1pl;2pl_1sg,horizontal
kala1399-si-2pls-a-p-indexing-indexing-marker,kala1399,indexing marker,-si '2plS/A/P' indexing,overt,person+number,sadock2003kalaallisut[64],DI;AWM,2pl,2pl_3pl;2pl_3sg,2pl_1pl;2pl_1sg;2pl_3pl;2pl_3sg,neutral
kala1399-t-2sg-3sg-indexing-indexing-marker,kala1399,indexing marker,-t '2sg>3sg' indexing,overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,2sg_3sg,3sg_2sg,horizontal
kala1399-tit-2sgs-a-indexing-indexing-marker,kala1399,indexing marker,-tit '2sgS/A' indexing,overt,person+number,sadock2003kalaallisut[64],DI;AWM,2sg,2sg_3pl,NONE,accusative
kala1399-tsi-2sg-1pl-indexing-indexing-marker,kala1399,indexing marker,-tsi '2sg>1pl' indexing,overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,2sg_1pl,1pl_2sg,horizontal
kala1399-tsig-1pla-2sgp-indexing-indexing-marker,kala1399,indexing marker,-tsig '1plA>2sgP' indexing,overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,1pl_2sg,2sg_1pl,horizontal
kala1399-vut-1pla-3plp-indexing-indexing-marker,kala1399,indexing marker,-vut '1plA>3plP' indexing,overt,person+number,sadock2003kalaallisut[64],DI;AWM,NONE,1pl_3pl,3pl_1pl,horizontal
kala1400-c-sap-subject-indexing-marker,kala1400,indexing marker,č- SAP subject,overt,person,"banks2007kalapuya[15-17,34-39,8]",DI;MV,1pl;1sg;2pl;2sg,1pl;1sg;2pl;2sg,NONE,accusative
kala1400-du-1-irrealis-subject-indexing-marker,kala1400,indexing marker,du- 1 irrealis subject,overt,person,"banks2007kalapuya[15-17,34-39,8]",DI;MV,1pl;1sg,1pl;1sg,NONE,accusative
kala1400-du-1pl-subject-indexing-marker,kala1400,indexing marker,du- 1pl subject,overt,person+number,"banks2007kalapuya[15-17,34-39,8]",DI;MV,1pl,1pl,NONE,accusative
kala1400-dup-2pl-subject-indexing-marker,kala1400,indexing marker,dup- 2pl subject,overt,person+number,"banks2007kalapuya[15-17,34-39,8]",DI;MV,2pl,2pl,NONE,accusative
kala1400-fa-1sg-object-indexing-marker,kala1400,indexing marker,-fa 1sg object,overt,person+number,"banks2007kalapuya[22,84-91]",DI;MV,NONE,NONE,1sg,accusative
kala1400-fi-2pl-object-indexing-marker,kala1400,indexing marker,-fi 2pl object,overt,person+number,"banks2007kalapuya[22,84-91]",DI;MV,NONE,NONE,2pl,accusative
kala1400-fo-1pl-object-indexing-marker,kala1400,indexing marker,-fω 1pl object,overt,person+number,"banks2007kalapuya[22,84-91]",DI;MV,NONE,NONE,1pl,accusative
kala1400-fubu-2sg-object-indexing-marker,kala1400,indexing marker,-fubu 2sg object,overt,person+number,"banks2007kalapuya[22,84-91]",DI;MV,NONE,NONE,2sg,accusative
kala1400-g-3-irrealis-subject-indexing-marker,kala1400,indexing marker,g- 3 irrealis subject,overt,person,"banks2007kalapuya[15-17,34-39,8]",DI;MV,3pl;3sg,3pl;3sg,NONE,accusative
kala1400-n-2-irrealis-subject-indexing-marker,kala1400,indexing marker,n- 2 irrealis subject,overt,person,"banks2007kalapuya[15-17,34-39,8]",DI;MV,2pl;2sg,2pl;2sg,NONE,accusative
kala1400-ni-3-object-indexing-marker,kala1400,indexing marker,-ni 3 object,overt,person+number,"banks2007kalapuya[22,84-91]",DI;MV,NONE,NONE,3pl;3sg,accusative
kala1400-ni-3pl-subject-object-indexing-marker,kala1400,indexing marker,ni- 3pl subject/object,overt,person+number,"banks2007kalapuya[15-17,34-39,8]",DI;MV,3pl,3pl,3pl_3sg,neutral
kala1400-no-flagging,kala1400,flagging,NO_FLAGGING,zero,,banks2007kalapuya[10-13],MV;DI,any,any,any,neutral
kala1400-null-marker,kala1400,indexing marker,NULL_MARKER,zero,person+number,"banks2007kalapuya[15-17,34-39,8]",DI;MV,1pl;1sg;2pl;2sg;3sg,1pl;1sg;2pl;2sg;3sg,NONE,accusative
kamb1316-acc-case-flagging,kamb1316,flagging,ACC case,overt,,"treis2008kambaata[108,84]",AWM,NONE,NONE,Noun-F1a;Noun-F1b;Noun-F2a;Noun-F2b;Noun-F3a;Noun-F3b;Noun-F4;Noun-F5;Noun-F6;Noun-M1;Noun-M2;Noun-M3;Noun-M4a;Noun-M4b;Noun-M5a;Noun-M5b;Noun-M5c;Noun-M6;Noun-M7;Pro,accusative
kamb1316-nom-case-flagging,kamb1316,flagging,NOM case,overt,,"treis2008kambaata[108,84]",AWM,any,any,Noun-M8;Noun-M9,neutral
kamb1316-nom-case-ha-flagging,kamb1316,flagging,NOM case + -ha,overt,,"treis2008kambaata[108,84]",AWM,NONE,NONE,Noun-M8;Noun-M9,accusative
kamb1316-null-marker,kamb1316,indexing marker,NULL_MARKER,zero,NA,treis2008kambaata[60],AWM,1sg;3sg.M,1sg;3sg.M,NONE,accusative
kamb1316-s-a-indexing-een-2pls-a-2hon-3hon-indexing-marker,kamb1316,indexing marker,"S/A indexing -een: 2plS/A, 2HON 3HON",overt,person+number,treis2008kambaata[60],AWM,2pl;2plHON;2sgHON;3plHON;3sgHON,2pl;2plHON;2sgHON;3plHON;3sgHON,NONE,accusative
kamb1316-s-a-indexing-n-1pls-a-indexing-marker,kamb1316,indexing marker,S/A indexing -n-: 1plS/A,overt,person+number,treis2008kambaata[60],AWM,1pl,1pl,NONE,accusative
